FORMULARIO,CODIGO_ACCIDENTE,FECHA,CODIGO_VICTIMA,CODIGO_VEHICULO,TIPO_ACTOR,ESTADO,GENERO,EDAD,GRAVEDAD,CLASE_SINIESTRO,DIRECCION,LONGITUD,LATITUD,CODIGO_LOCALIDAD,TOTAL_HERIDOS,TOTAL_MUERTOS,MOD_VEHICULO,CLASE_VEHICULO,SERVICIO_VEHICULO,CODIGO_CAUSA
A001347725,10554981,11/11/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,29.0,2,1,CL 146 B  - KR 86   02,-74.081575734,4.73945035600002,11,2.0,,2020.0,10.0,3.0,104
A001343847,10552397,15/10/21,2,2.0,ACOMPANANTE,MUERTO,MASCULINO,30.0,1,1,KR 50  - CL 8  S 02,-74.118493754,4.60771542700007,16,1.0,1.0,2021.0,10.0,3.0,157
A001233425,10527447,23/11/20,1,1.0,PASAJERO,HERIDO,FEMENINO,22.0,2,2,CL 32-KR 2 15,0.0,0.0,3,3.0,0.0,2014.0,10.0,3.0,157
A001301946,10542848,26/06/21,3,1.0,ACOMPANANTE,HERIDO,FEMENINO,27.0,1,1,AV AVENIDA CARACAS - CL 22   02,-74.0753429809999,4.61084202600006,14,2.0,1.0,2012.0,6.0,3.0,142
A001341929,10549025,07/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,35.0,2,1,KR 45  - CL 127 D  02,-74.052732992,4.71152358200004,1,1.0,,2012.0,10.0,3.0,306
A001454203,10574016,20/06/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,30.0,2,1,CL 6  - KR 69 C  02,-74.129,4.63,8,2.0,,2016.0,10.0,3.0,103
A001344832,10551716,08/10/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,35.0,1,1,KR 27  - CL 8   02,-74.09374251,4.60659348000007,14,,1.0,2017.0,10.0,3.0,112
A001389310,10560242,04/01/22,2,3.0,MOTOCICLISTA,HERIDO,MASCULINO,19.0,2,1,CL 44  S- KR 68 I  02,-74.144212271,4.59869394600003,8,1.0,,2019.0,10.0,3.0,121
A001453243,10573158,09/06/22,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,42.0,2,1,CL 116  - KR 53 A  02,-74.063,4.701,11,2.0,,2015.0,1.0,2.0,103
A001300847,10541544,07/06/21,1,2.0,CONDUCTOR,ILESO,FEMENINO,35.0,2,1,KR 52  - CL 18  S 02,-74.122218906,4.60860082099998,16,1.0,,2011.0,1.0,3.0,157
A001342594,10549839,17/09/21,1,,PEATON,MUERTO,MASCULINO,78.0,1,2,AC 26  - KR 57   3,-74.0981272719999,4.64417717400005,13,1.0,1.0,,,,157
A001300521,10542033,16/06/21,1,2.0,MOTOCICLISTA,MUERTO,FEMENINO,33.0,1,1,AV AVENIDA CIUDAD DE CALI - CL 43  S 02,-74.170750632,4.62839534000005,8,,1.0,2018.0,10.0,3.0,157
A001303877,10541067,31/05/21,2,3.0,CONDUCTOR,ILESO,MASCULINO,45.0,2,1,KR 80  - CL 39 A  S 02,-74.159507714,4.62578975299999,8,1.0,,2012.0,4.0,2.0,112
A001343331,10550329,23/09/21,2,2.0,ACOMPANANTE,HERIDO,MASCULINO,24.0,2,1,CL 42  S- KR 91   02,-74.17253715,4.640483324,8,2.0,,2021.0,10.0,3.0,157
A001297613,10538502,22/04/21,1,2.0,CICLISTA,HERIDO,FEMENINO,29.0,2,1,CL 142 - KR 11  02,-74.034645717,4.72072355900002,1,1.0,,,13.0,0.0,157
A001240846,10537584,08/04/21,1,1.0,PASAJERO,HERIDO,FEMENINO,44.0,2,4,CL 2 - KR 24  02,-74.095631578,4.597545524,14,1.0,,2014.0,2.0,2.0,157
A001303023,10544084,07/07/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,1,AC 63  - KR 104   02,-74.1250630068244,4.69653168446223,10,1.0,,2014.0,1.0,3.0,121
A001340837,10548251,29/08/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,62.0,2,1,TV 78 C  - CL 6 B  87,-74.147601974,4.633016537,8,1.0,,2020.0,1.0,3.0,157
A001450681,10570672,10/05/22,1,2.0,CICLISTA,HERIDO,MASCULINO,24.0,2,1,AV AVENIDA PRIMERO DE MAYO - CL 38  S 02,-74.148,4.618,8,1.0,,,13.0,0.0,157
A001340032,10547115,17/08/21,1,2.0,CICLISTA,HERIDO,MASCULINO,25.0,2,1,KR 80  - CL 52  S 02,-74.172164805,4.61616706400002,8,2.0,,,13.0,0.0,142
A001387505,10557739,08/12/21,2,1.0,PASAJERO,HERIDO,FEMENINO,54.0,1,1,KR 72  - CL 53   02,-74.1067463049999,4.67130725900006,10,4.0,1.0,2007.0,1.0,2.0,142
A001234175,10528239,05/12/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,45.0,2,2,KR 79C-CL 53 S 02,-74.1728,4.6157,8,1.0,0.0,2019.0,1.0,2.0,157
A001348567,10556652,25/11/21,1,,PEATON,HERIDO,MASCULINO,26.0,2,2,CL 130  - KR 53 D  02,-74.06121213,4.71831831899999,11,2.0,,,,,112
A001184310,10533689,17/10/20,3,2.0,ACOMPANANTE,HERIDO,MASCULINO,8.0,1,1,KR 65 - CL 11  02,-74.1168345959999,4.63199225200003,16,3.0,1.0,2010.0,5.0,3.0,121
A001513860,10580853,17/09/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,37.0,2,1,CL 145  - KR 114 B  02,-74.103,4.75,11,1.0,,2017.0,1.0,3.0,157
A001232370,10536445,23/03/21,1,1.0,PASAJERO,HERIDO,FEMENINO,33.0,2,4,KR 4 BIS - CL 32  17,-74.064865705,4.61745743099999,3,1.0,,2006.0,2.0,2.0,506
A001447525,10568206,14/04/22,1,,PEATON,MUERTO,FEMENINO,56.0,1,2,KR 11  - CL 100   02,-74.043,4.683,2,,1.0,,,,115
A001387771,10558178,12/12/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,2,1,CL 43  S- KR 81 H  02,-74.166497081,4.62712455100001,8,1.0,,2012.0,1.0,2.0,121
A001302035,10543002,27/06/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,31.0,1,1,AV AVENIDA JORGE GAITAN CORTES - CL 58  S 02,-74.155273052,4.58086623000003,19,,1.0,2015.0,10.0,3.0,139
A001305182,10545703,31/07/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,33.0,2,1,KR 87 F BIS - CL 40  S 02,-74.167079905,4.63609385299998,8,1.0,,2014.0,10.0,3.0,157
A001184692,10524850,21/10/20,0,1.0,CONDUCTOR,HERIDO,MASCULINO,22.0,2,1,KR 18D-CL 82B S 02,0.0,0.0,19,3.0,0.0,1997.0,1.0,3.0,110
A001239635,10533350,15/02/21,1,2.0,CONDUCTOR,,,,2,1,CL 129 - TV 53 D 02,-74.061498865,4.71655877000001,11,1.0,,,5.0,0.0,112
A001510737,10577348,28/07/22,1,2.0,CONDUCTOR,HERIDO,MASCULINO,41.0,2,1,CL 40  S- KR 68 A  02,-74.139,4.596,8,2.0,,2020.0,1.0,2.0,132
A001393910,10565084,08/03/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,49.0,1,1,KR 86  - CL 13 C BIS  02,-74.141,4.655,8,,1.0,2007.0,8.0,2.0,157
A001298868,10538997,30/04/21,1,2.0,CONDUCTOR,HERIDO,FEMENINO,38.0,2,1,CL 63 A - KR 19 A 02,-74.069493689,4.651671765,12,2.0,,2015.0,1.0,3.0,112
A001452609,10572139,29/05/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,2,1,AK 30  - CL 46   02,-74.079,4.636,13,1.0,,2009.0,5.0,3.0,121
A001345132,10552670,15/10/21,0,1.0,CICLISTA,HERIDO,MASCULINO,20.0,2,1,CL 72 F F - KR 116 B  84,-74.13061053,4.71759287700002,10,1.0,,,13.0,0.0,203
A001387048,10557448,04/12/21,2,3.0,CICLISTA,HERIDO,MASCULINO,44.0,1,1,KR 30  - CL 11  S 21,-74.107567557,4.59832055800007,16,2.0,1.0,,13.0,0.0,115
A001388096,10558642,16/12/21,11,1.0,PASAJERO,HERIDO,FEMENINO,44.0,1,1,KR 77 C  - CL 59  S 02,-74.181936299,4.59186743300006,19,28.0,2.0,2021.0,2.0,2.0,157
A001452813,10574605,27/06/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,40.0,2,1,KR 14  - CL 22   02,-74.075,4.611,14,2.0,,2008.0,1.0,2.0,142
A001339304,10546712,10/08/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,43.0,2,1,KR 38 A  - CL 25 A  02,-74.088233832,4.63177552899998,13,1.0,,2019.0,6.0,3.0,112
A001342981,10550019,19/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,31.0,2,1,KR 19  - CL 3   02,-74.089800024,4.59628495200002,14,2.0,,2012.0,10.0,3.0,142
A001344118,10551042,01/10/21,2,3.0,CONDUCTOR,ILESO,MASCULINO,55.0,2,1,AU SUR - KR 73  S 02,-74.169,4.59600000000006,7,3.0,,2007.0,1.0,3.0,121
A001339738,10547252,18/08/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,55.0,2,1,CL 153  - KR 55 A  02,-74.058922485,4.736068606,11,2.0,,2020.0,1.0,3.0,105
A001238042,10535641,15/03/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,CL 63 F - KR 26  02,-74.07300562,4.65583560200002,12,2.0,,2014.0,10.0,3.0,122
A001299185,10539253,06/05/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,32.0,2,1,CL 24 - KR 82  02,-74.12284332,4.66923226300003,9,1.0,,2021.0,10.0,3.0,157
A001344520,10551822,09/10/21,1,2.0,CICLISTA,HERIDO,FEMENINO,21.0,2,1,CL 45 A A S- KR 50 A  91,-74.129266632,4.59384012300001,16,1.0,,,13.0,0.0,127
A001241765,10534886,05/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,60.0,2,1,KR 80 - CL 50 A S 02,-74.171244352,4.61720157600001,8,1.0,,2020.0,1.0,2.0,121
A001513337,10580166,06/09/22,1,1.0,PASAJERO,HERIDO,MASCULINO,9.0,2,6,AV AVENIDA ALFREDO D BATEMAN - CL 102   02,-74.0930787959,4.7440698201,11,1.0,,2020.0,2.0,2.0,506
A001452709,10572854,07/06/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,25.0,1,1,AU SUR - AV AVENIDA PRIMERO DE MAYO  02,-74.114,4.596,16,4.0,1.0,2009.0,5.0,3.0,157
A001236598,10530811,09/01/21,0,1.0,CICLISTA,HERIDO,MASCULINO,17.0,2,1,CL 73 - KR 108  02,-74.123195439,4.71079821900003,10,1.0,,,13.0,0.0,157
A001513589,10580929,16/09/22,1,2.0,CONDUCTOR,HERIDO,FEMENINO,24.0,2,1,KR 69  - CL 94 A  02,-74.078258668,4.68877289400001,11,1.0,,2022.0,5.0,3.0,112
A001184685,10535466,22/10/20,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,30.0,1,1,KR 94 - CL 24 F 02,-74.12418988,4.67617144400003,9,1.0,1.0,2019.0,10.0,3.0,112
A001391457,10561686,02/02/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,32.0,2,2,CL 128  - KR 52   02,-74.059,4.713,11,1.0,,,4.0,2.0,110
A001339889,10547542,19/08/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,1,KR 20 C  - CL 65 S  S 02,-74.146905039,4.56353338100001,19,1.0,,2021.0,10.0,3.0,157
A001302058,10542917,24/06/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,DG 86 A  - KR 112 F  02,-74.1158078940479,4.72407908926017,10,1.0,,2019.0,10.0,3.0,157
A001306191,10546982,14/08/21,5,4.0,ACOMPANANTE,HERIDO,FEMENINO,14.0,2,1,AV AVENIDA DE LAS AMERICAS - KR 79 B  02,-74.1518638015595,4.63135071749693,8,5.0,,2007.0,1.0,3.0,121
A001233375,10527051,19/11/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,36.0,2,2,CL 4D-KR 64A 02,0.0,0.0,16,1.0,0.0,2020.0,5.0,3.0,411
A001513725,10580380,10/09/22,0,1.0,CONDUCTOR,ILESO,FEMENINO,35.0,2,1,KR 14 E  - CL 76  S 02,-74.118,4.513,4,1.0,,2021.0,1.0,3.0,112
A001239843,10532346,02/02/21,2,,PEATON,HERIDO,FEMENINO,31.0,1,2,CL 53  S- KR 15   02,-74.1282534809999,4.56530217500006,6,1.0,1.0,,,,115
A001301519,10542744,23/06/21,2,3.0,MOTOCICLISTA,HERIDO,MASCULINO,49.0,2,1,KR 68  - CL 26   02,-74.1030393524547,4.65388074726492,13,5.0,,2017.0,10.0,3.0,157
A001390737,10561231,26/01/22,1,,PEATON,MUERTO,MASCULINO,80.0,1,2,KR 19  - CL 24  S 02,-74.104907731,4.58163931200005,4,1.0,1.0,,,,411
A001306147,10546962,14/08/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,22.0,2,1,CL 146  - KR 85 A  02,-74.080343072,4.73772940100002,11,2.0,,2017.0,10.0,3.0,139
A001233874,10528197,04/12/20,1,,PEATON,HERIDO,MASCULINO,83.0,2,2,KR 14-CL 74C S 64,0.0,0.0,5,2.0,0.0,,,,0
A001344347,10552277,12/10/21,2,3.0,MOTOCICLISTA,HERIDO,MASCULINO,58.0,2,1,AC 80  - KR 104   02,-74.11612352,4.71407369899998,10,2.0,,2014.0,10.0,3.0,121
A001299580,10539354,08/05/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,25.0,1,1,CL 42 A S- KR 88 G 3,-74.171288405,4.63633541700005,8,,1.0,2018.0,10.0,3.0,157
A001454528,10574479,24/06/22,1,2.0,CICLISTA,HERIDO,,,2,1,KR 45  - CL 26   61,-74.090753989,4.63862590999997,13,2.0,,,13.0,0.0,157
A001448794,10568916,22/04/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,18.0,2,1,AV AVENIDA CIUDAD DE CALI - AV AVENIDA DE LAS AMERICAS  02,-74.156,4.641,8,1.0,,2017.0,10.0,3.0,103
A001346145,10555330,12/11/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,52.0,1,1,CL 127  - KR 55   02,-74.0643999499999,4.70928022000004,11,,1.0,2007.0,8.0,2.0,157
A001348076,10555795,17/11/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,CL 63  - KR 111   02,-74.13301951,4.70141881000001,10,2.0,,2020.0,10.0,3.0,142
A001297195,10538085,18/04/21,1,,PEATON,MUERTO,MASCULINO,64.0,1,2,AV AVENIDA BOYACA - CL 9  02,-74.13587476,4.63940475000004,8,2.0,1.0,,,,157
A001237010,10531583,05/01/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,CL 57 Q S- KR 75 F 82,-74.176075392,4.59709282699998,7,2.0,,2016.0,10.0,3.0,103
A001299382,10539400,30/04/21,1,1.0,ACOMPANANTE,HERIDO,FEMENINO,25.0,1,1,CL 61 S- KR 23 C 02,-74.1475180639999,4.56980882500005,19,1.0,1.0,2018.0,10.0,3.0,157
A001302295,10544152,11/07/21,6,1.0,PASAJERO,HERIDO,MASCULINO,27.0,2,1,AV AVENIDA PRIMERO DE MAYO - KR 52 B  02,-74.1274101002846,4.60769042901695,16,27.0,,2014.0,2.0,2.0,157
A001451312,10571475,20/05/22,2,2.0,ACOMPANANTE,HERIDO,MASCULINO,18.0,2,1,CL 63  - KR 73   02,-74.105,4.676,10,3.0,,2023.0,10.0,3.0,103
A001390226,10563324,15/02/22,0,1.0,MOTOCICLISTA,HERIDO,FEMENINO,27.0,2,1,KR 33  - CL 44  S 02,-74.128771309,4.586885654,6,1.0,,2018.0,10.0,3.0,145
A001511102,10577606,02/08/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,22.0,2,1,KR 129  - CL 22 A  02,-74.159,4.695,9,2.0,,2012.0,1.0,3.0,122
A001390977,10561697,26/01/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,53.0,2,2,KR 28  - CL 70   02,-74.073,4.663,12,2.0,,2015.0,5.0,3.0,122
A001389708,10560575,12/01/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,40.0,2,4,KR 72  - CL 131   02,-74.073136076,4.723313813,11,1.0,,2020.0,2.0,2.0,145
A001387273,10557796,08/12/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,19.0,2,1,CL 40 A  S- KR 91 A  02,-74.171473624,4.64137627100001,8,4.0,,2021.0,10.0,3.0,112
A001304174,10544636,17/07/21,1,2.0,CICLISTA,,,,2,1,AV AVENIDA DE LAS AMERICAS - KR 50   02,-74.108558563,4.62804329300002,16,2.0,,,13.0,0.0,157
A001448172,10568182,10/04/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,19.0,2,1,AV AVENIDA BOYACA - CL 12   02,-74.131465763,4.64459736499998,8,3.0,,2018.0,10.0,3.0,142
A001346080,10553222,21/10/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,32.0,2,1,CL 54 D BIS S- KR 90   02,-74.187172884,4.63231432600003,7,2.0,,2016.0,10.0,3.0,104
A001302301,10543337,30/06/21,2,1.0,PASAJERO,HERIDO,FEMENINO,45.0,2,4,CL 57 R  S- KR 77 C  02,-74.183063204,4.59637803800001,7,2.0,,2002.0,7.0,2.0,119
A001234981,10528852,08/12/20,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,32.0,2,1,KR 88FBIS-CL 2 02,0.0,0.0,8,1.0,0.0,2021.0,10.0,3.0,112
A001184715,10525288,27/10/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,58.0,2,1,CL 72A-KR 14 S 02,0.0,0.0,5,2.0,0.0,1994.0,1.0,3.0,123
A001236948,10531001,20/01/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,21.0,1,2,CL 84 S- KR 11  02,-74.113194065,4.50693706800007,5,,1.0,1978.0,4.0,2.0,411
A001342923,10550298,22/09/21,3,2.0,PASAJERO,HERIDO,FEMENINO,33.0,2,1,KR 14 V  - CL 69 F  S 02,-74.119394159,4.52337919399997,5,8.0,,2016.0,2.0,2.0,121
A001394944,10565520,11/03/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,49.0,2,2,KR 86  - CL 53  S 02,-74.179,4.624,7,2.0,,2021.0,10.0,3.0,157
A001392939,10563685,21/02/22,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,30.0,2,3,DG 68 G  S- KR 45 G BIS  02,-74.15608962,4.574309417,19,1.0,,2017.0,10.0,1.0,157
A001236685,10530439,31/12/20,0,2.0,MOTOCICLISTA,HERIDO,FEMENINO,34.0,2,1,KR 111-CL 171 02,-74.0801,4.7738,11,1.0,0.0,2011.0,10.0,3.0,0
A001450340,10570140,05/05/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,18.0,2,1,KR 10 A  - CL 128   02,-74.035,4.708,1,1.0,,2020.0,1.0,3.0,157
A001344717,10551796,08/10/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,27.0,2,1,AV AVENIDA TRANSVERSAL DE SUBA - CL 122   02,-74.081,4.708,11,3.0,,2019.0,1.0,3.0,121
A001233729,10527698,28/11/20,1,,PEATON,MUERTO,MASCULINO,51.0,1,2,KR 10-CL 2 06,0.0,0.0,3,0.0,1.0,,,,411
A001237314,10530793,16/01/21,3,1.0,PASAJERO,HERIDO,FEMENINO,38.0,1,1,CL 27 S- KR 7  02,-74.0953378149999,4.56986207000006,4,2.0,1.0,2006.0,7.0,2.0,157
A001296518,10536865,29/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,26.0,2,1,CL 101 - KR 70 C 02,-74.076115802,4.69671555500003,11,1.0,,2010.0,4.0,2.0,157
A001183722,10522860,10/10/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,1,AV AVENIDA CIUDAD DE CALI-CL 10 45,0.0,0.0,8,1.0,0.0,1986.0,1.0,3.0,306
A001183660,10525054,24/10/20,1,2.0,PASAJERO,HERIDO,FEMENINO,50.0,2,1,CL 134-KR 58 02,0.0,0.0,11,4.0,0.0,2020.0,1.0,3.0,121
A001456556,10576674,21/07/22,0,1.0,CONDUCTOR,HERIDO,FEMENINO,26.0,2,1,KR 20 C  - DG 66  S 02,-74.148,4.563,19,4.0,,2003.0,1.0,2.0,122
A001300758,10541465,06/06/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,48.0,1,1,TV 94 G  - CL 90   02,-74.098607022,4.71432469000007,10,,1.0,2015.0,5.0,2.0,157
A001387225,10558135,11/12/21,1,1.0,PASAJERO,HERIDO,FEMENINO,64.0,2,4,KR 104  - CL 127   02,-74.101454755,4.72845134599999,11,1.0,,2021.0,2.0,2.0,157
A001342526,10549959,17/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,23.0,2,1,CL 72  - KR 68 C  18,-74.087309954,4.67952958299998,10,1.0,,2019.0,10.0,3.0,103
A001511820,10578609,16/08/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,36.0,2,1,CL 53  - KR 45   02,-74.089,4.647,13,1.0,,2005.0,1.0,2.0,98
A001305183,10545848,31/07/21,1,2.0,CONDUCTOR,,,,2,1,KR 80  - CL 8   11,-74.145420671,4.64097830499998,8,1.0,,,0.0,0.0,157
A001345825,10553615,27/10/21,1,2.0,CONDUCTOR,ILESO,FEMENINO,33.0,2,1,KR 70 C  - CL 79   02,-74.087284138,4.69169009699999,10,1.0,,2020.0,1.0,3.0,112
A001300758,10541465,06/06/21,1,2.0,CICLISTA,MUERTO,MASCULINO,45.0,1,1,TV 94 G  - CL 90   02,-74.098607022,4.71432469000007,10,,1.0,,13.0,0.0,157
A001395920,10567384,02/04/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,47.0,2,1,KR 19 C  - CL 48  S 02,-74.129,4.571,6,2.0,,2015.0,2.0,2.0,102
A001184991,10533729,26/10/20,0,1.0,CONDUCTOR,,,,1,2,KR 26 B - CL 28 S 02,-74.111796227,4.58699957700003,18,,1.0,,0.0,0.0,157
A001451210,10570840,13/05/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,43.0,1,1,CL 49  S- KR 81 B  02,-74.172,4.621,8,1.0,1.0,2020.0,2.0,2.0,139
A001236459,10530351,29/12/20,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,33.0,2,1,KR 50-CL 8 S 02,0.0,0.0,16,2.0,0.0,2017.0,10.0,3.0,112
A001300553,10543884,06/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,48.0,2,1,CL 6 A  - KR 88   02,-74.157477002,4.64543936299998,8,1.0,,2020.0,5.0,3.0,103
A001305514,10546127,03/08/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,28.0,2,1,KR 60  - CL 2 C  02,-74.12195871,4.62043989400001,16,4.0,,2015.0,1.0,3.0,112
A001345698,10552650,16/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,21.0,2,2,AV AVENIDA CIUDAD DE CALI - CL 62  S 02,-74.18857486,4.61766738,7,1.0,,1994.0,1.0,3.0,401
A001346834,10553913,28/10/21,1,1.0,PASAJERO,HERIDO,FEMENINO,63.0,2,4,KR 14  - CL 75 A  S 02,-74.115872809,4.51373828599998,5,1.0,,2021.0,2.0,2.0,506
A001346145,10555330,12/11/21,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,37.0,1,1,CL 127  - KR 55   02,-74.0643999499999,4.70928022000004,11,,1.0,2013.0,10.0,3.0,157
A001347213,10553994,02/11/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,32.0,2,1,CL 26  - KR 51   02,-74.094944128,4.64143518700001,13,2.0,,2018.0,10.0,3.0,103
A001232645,10526414,10/11/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,40.0,2,2,KR 96-CL 81 02,0.0,0.0,10,1.0,0.0,2019.0,1.0,2.0,411
A001235474,10529063,13/12/20,1,,PEATON,HERIDO,FEMENINO,57.0,2,2,AV AVENIDA PRIMERA DE MAYO-TR 79 02,0.0,0.0,8,1.0,0.0,,,,409
A001232551,10526159,07/11/20,0,1.0,CONDUCTOR,ILESO,FEMENINO,53.0,2,1,CL 138-KR 58 25,0.0,0.0,11,1.0,0.0,2015.0,1.0,3.0,132
A001241261,10534364,27/02/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,23.0,2,2,CL 56 S- KR 4 K 18,-74.118292432,4.54141649600001,5,3.0,,2020.0,10.0,3.0,112
A001510475,10577059,27/07/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,22.0,2,2,KR 72 BIS - CL 152 B  02,-74.067,4.74,11,1.0,,2013.0,6.0,1.0,112
A001239167,10532609,05/02/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,57.0,2,4,KR 5 - CL 48 P S 02,-74.107945459,4.55222437499998,18,1.0,,2014.0,2.0,2.0,302
A001391914,10562107,03/02/22,1,2.0,CONDUCTOR,ILESO,FEMENINO,26.0,2,1,CL 66 A  - KR 54   02,-74.080424984,4.66466413,12,1.0,,2020.0,1.0,3.0,132
A001183621,10522978,13/10/20,3,1.0,PASAJERO,HERIDO,FEMENINO,36.0,2,3,KR 71B-CL 53C S 02,0.0,0.0,7,12.0,0.0,1997.0,7.0,2.0,306
A001234326,10527723,28/11/20,1,2.0,PASAJERO,HERIDO,MASCULINO,30.0,2,1,AV AVENIDA BOYACA-CL 22 02,0.0,0.0,9,3.0,0.0,2011.0,10.0,3.0,143
A001395198,10565801,14/03/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,42.0,2,1,CL 57 B  S- KR 84 C  02,-74.184,4.62,7,2.0,,2021.0,4.0,2.0,506
A001241738,10534959,08/03/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,30.0,2,1,KR 13 - CL 58  95,-74.064207257,4.64585335800001,2,1.0,,1995.0,1.0,3.0,121
A001241297,10534210,26/02/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,37.0,1,1,KR 24 - CL 31 C S 78,-74.115460433,4.58271165700006,18,1.0,1.0,2017.0,10.0,3.0,142
A001394200,10564662,02/03/22,1,2.0,CICLISTA,HERIDO,MASCULINO,21.0,2,1,CL 63  - KR 105   02,-74.126,4.696,10,2.0,,,13.0,0.0,142
A001515067,10581868,28/09/22,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,105.0,2,1,KR 7  - CL 7  S 02,-74.084674145,4.58182386499999,4,1.0,,2017.0,10.0,3.0,112
A001448360,10569024,23/04/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,34.0,2,1,KR 71 B  - CL 57  S 02,-74.162,4.598,7,2.0,,,10.0,3.0,103
A001348518,10555502,17/11/21,1,2.0,CONDUCTOR,,,,2,1,KR 86  - CL 6   02,-74.154905526,4.64178947200003,8,1.0,,,0.0,0.0,157
A001343477,10551063,02/10/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,24.0,1,2,CL 24 A  - KR 68 B  02,-74.108955037,4.65296966900007,9,1.0,1.0,2019.0,10.0,3.0,411
A001514402,10581461,24/09/22,0,1.0,CICLISTA,HERIDO,MASCULINO,61.0,2,1,KR 98  - CL 19   02,-74.142529213,4.67310844999997,9,1.0,,,13.0,0.0,112
A001456457,10576549,19/07/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,26.0,2,1,CL 10  S- KR 15   02,-74.096,4.587,15,4.0,,2009.0,5.0,3.0,112
A001393991,10564816,02/03/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,55.0,2,1,CL 27  - KR 11 A  02,-74.101,4.573,18,1.0,,2021.0,10.0,3.0,112
